0300000003,0000000050,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000004,0000000010,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000004,0000000020,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000004,0000000030,HT-1603,,JPY,4046,3400,646,2,EA,20121204
0300000004,0000000040,HT-1011,,JPY,2735.81,2299,436.81,1,EA,20121204
0300000004,0000000050,HT-1104,,JPY,196.35,165,31.35,3,EA,20121204
0300000005,0000000010,HT-1601,,MXN,1071,900,171,1,EA,20121204
0300000005,0000000020,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000005,0000000030,HT-1106,,MXN,80.92,68,12.92,2,EA,20121204
0300000005,0000000040,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000005,0000000050,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000005,0000000060,HT-1106,,MXN,80.92,68,12.92,2,EA,20121204
0300000005,0000000070,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000006,0000000010,HT-1003,,EUR,5890.5,4950,940.5,3,EA,20121204
0300000006,0000000020,HT-1101,,EUR,95.08,79.9,15.18,1,EA,20121204
0300000006,0000000030,HT-2025,,EUR,160.61,134.97,25.64,3,EA,20121204
0300000007,0000000010,HT-1007,,USD,1187.62,998,189.62,2,EA,20121204
0300000007,0000000020,HT-1102,,USD,246.33,207,39.33,3,EA,20121204
0300000007,0000000030,HT-2001,,USD,535.49,449.99,85.5,1,EA,20121204
0300000007,0000000040,HT-1007,,USD,1187.62,998,189.62,2,EA,20121204
0300000007,0000000050,HT-1102,,USD,164.22,138,26.22,2,EA,20121204
0300000007,0000000060,HT-2001,,USD,535.49,449.99,85.5,1,EA,20121204
0300000007,0000000070,HT-1007,,USD,1781.43,1497,284.43,3,EA,20121204
0300000007,0000000080,HT-1102,,USD,82.11,69,13.11,1,EA,20121204
0300000008,0000000010,HT-1600,,ARS,1428,1200,228,2,EA,20121204
0300000008,0000000020,HT-1022,,ARS,487.9,410,77.9,2,EA,20121204
0300000008,0000000030,HT-1107,,ARS,71.16,59.8,11.36,2,EA,20121204
0300000008,0000000040,HT-1600,,ARS,2142,1800,342,3,EA,20121204
0300000008,0000000050,HT-1022,,ARS,243.95,205,38.95,1,EA,20121204
0300000008,0000000060,HT-1107,,ARS,71.16,59.8,11.36,2,EA,20121204
0300000009,0000000010,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000009,0000000020,HT-1000,,EUR,2275.28,1912,363.28,2,EA,20121204
0300000009,0000000030,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000010,0000000010,HT-2026,,USD,71.38,59.98,11.4,2,EA,20121204
0300000010,0000000020,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000010,0000000030,HT-1100,,USD,320.94,269.7,51.24,3,EA,20121204
0300000010,0000000040,HT-2026,,USD,71.38,59.98,11.4,2,EA,20121204
0300000010,0000000050,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000010,0000000060,HT-1100,,USD,106.98,89.9,17.08,1,EA,20121204
0300000010,0000000070,HT-2026,,USD,107.06,89.97,17.09,3,EA,20121204
0300000011,0000000010,HT-1007,,USD,593.81,499,94.81,1,EA,20121204
0300000011,0000000020,HT-1102,,USD,246.33,207,39.33,3,EA,20121204
0300000011,0000000030,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,20121204
0300000011,0000000040,HT-1007,,USD,593.81,499,94.81,1,EA,20121204
0300000012,0000000010,HT-1103,,EUR,183.26,154,29.26,2,EA,20121204
0300000012,0000000020,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000012,0000000030,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000012,0000000040,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000012,0000000050,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000012,0000000060,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000012,0000000070,HT-1103,,EUR,91.63,77,14.63,1,EA,20121204
0300000012,0000000080,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000012,0000000090,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,20121204
0300000013,0000000010,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000013,0000000020,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000013,0000000030,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000013,0000000040,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000013,0000000050,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000013,0000000060,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000013,0000000070,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000014,0000000010,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000014,0000000020,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000014,0000000030,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000014,0000000040,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000014,0000000050,HT-1011,,JPY,2735.81,2299,436.81,1,EA,20121204
0300000014,0000000060,HT-1104,,JPY,196.35,165,31.35,3,EA,20121204
0300000015,0000000010,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000015,0000000020,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000015,0000000030,HT-1106,,MXN,40.46,34,6.46,1,EA,20121204
0300000015,0000000040,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000015,0000000050,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000015,0000000060,HT-1106,,MXN,40.46,34,6.46,1,EA,20121204
0300000015,0000000070,HT-1601,,MXN,2142,1800,342,2,EA,20121204
0300000015,0000000080,HT-1021,,MXN,531.93,447,84.93,3,EA,20121204
0300000015,0000000090,HT-1106,,MXN,80.92,68,12.92,2,EA,20121204
0300000016,0000000010,HT-2001,,USD,1070.98,899.98,171,2,EA,20121204
0300000016,0000000020,HT-1007,,USD,593.81,499,94.81,1,EA,20121204
0300000016,0000000030,HT-1102,,USD,164.22,138,26.22,2,EA,20121204
0300000017,0000000010,HT-2000,,EUR,297.49,249.99,47.5,1,EA,20121204
0300000017,0000000020,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000018,0000000010,HT-1100,,USD,320.94,269.7,51.24,3,EA,20121204
0300000018,0000000020,HT-2026,,USD,107.06,89.97,17.09,3,EA,20121204
0300000018,0000000030,HT-1002,,USD,1868.3,1570,298.3,1,EA,20121204
0300000018,0000000040,HT-1100,,USD,213.96,179.8,34.16,2,EA,20121204
0300000019,0000000010,HT-1600,,ARS,2142,1800,342,3,EA,20121204
0300000019,0000000020,HT-1022,,ARS,243.95,205,38.95,1,EA,20121204
0300000019,0000000030,HT-1107,,ARS,106.74,89.7,17.04,3,EA,20121204
0300000019,0000000040,HT-1600,,ARS,714,600,114,1,EA,20121204
0300000019,0000000050,HT-1022,,ARS,731.85,615,116.85,3,EA,20121204
0300000019,0000000060,HT-1107,,ARS,35.58,29.9,5.68,1,EA,20121204
0300000020,0000000010,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000020,0000000020,HT-1000,,EUR,2275.28,1912,363.28,2,EA,20121204
0300000020,0000000030,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000020,0000000040,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000020,0000000050,HT-1000,,EUR,1137.64,956,181.64,1,EA,20121204
0300000020,0000000060,HT-1091,,EUR,30.94,26,4.94,1,EA,20121204
0300000020,0000000070,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000020,0000000080,HT-1000,,EUR,3412.92,2868,544.92,3,EA,20121204
0300000020,0000000090,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000021,0000000010,HT-2026,,USD,71.38,59.98,11.4,2,EA,20121204
0300000021,0000000020,HT-1002,,USD,1868.3,1570,298.3,1,EA,20121204
0300000021,0000000030,HT-1100,,USD,213.96,179.8,34.16,2,EA,20121204
0300000022,0000000010,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000022,0000000020,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,20121204
0300000023,0000000010,HT-1106,,MXN,121.38,102,19.38,3,EA,20121204
0300000023,0000000020,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000023,0000000030,HT-1021,,MXN,177.31,149,28.31,1,EA,20121204
0300000023,0000000040,HT-1106,,MXN,80.92,68,12.92,2,EA,20121204
0300000024,0000000010,HT-2000,,EUR,892.46,749.97,142.49,3,EA,20121204
0300000024,0000000020,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,20121204
0300000024,0000000030,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000024,0000000040,HT-2000,,EUR,892.46,749.97,142.49,3,EA,20121204
0300000024,0000000050,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000024,0000000060,HT-1103,,EUR,91.63,77,14.63,1,EA,20121204
0300000024,0000000070,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000025,0000000010,HT-1003,,EUR,1963.5,1650,313.5,1,EA,20121204
0300000025,0000000020,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000025,0000000030,HT-2025,,EUR,107.08,89.98,17.1,2,EA,20121204
0300000025,0000000040,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000025,0000000050,HT-1101,,EUR,285.24,239.7,45.54,3,EA,20121204
0300000025,0000000060,HT-2025,,EUR,107.08,89.98,17.1,2,EA,20121204
0300000025,0000000070,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000025,0000000080,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000025,0000000090,HT-2025,,EUR,160.61,134.97,25.64,3,EA,20121204
0300000025,0000000100,HT-1003,,EUR,5890.5,4950,940.5,3,EA,20121204
0300000026,0000000010,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000026,0000000020,HT-2025,,EUR,53.54,44.99,8.55,1,EA,20121204
0300000026,0000000030,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000026,0000000040,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000026,0000000050,HT-2025,,EUR,107.08,89.98,17.1,2,EA,20121204
0300000026,0000000060,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000026,0000000070,HT-1101,,EUR,285.24,239.7,45.54,3,EA,20121204
0300000026,0000000080,HT-2025,,EUR,160.61,134.97,25.64,3,EA,20121204
0300000026,0000000090,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000026,0000000100,HT-1101,,EUR,285.24,239.7,45.54,3,EA,20121204
0300000027,0000000010,HT-2025,,EUR,160.61,134.97,25.64,3,EA,20121204
0300000027,0000000020,HT-1003,,EUR,1963.5,1650,313.5,1,EA,20121204
0300000027,0000000030,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000027,0000000040,HT-2025,,EUR,107.08,89.98,17.1,2,EA,20121204
0300000027,0000000050,HT-1003,,EUR,1963.5,1650,313.5,1,EA,20121204
0300000027,0000000060,HT-1101,,EUR,190.16,159.8,30.36,2,EA,20121204
0300000027,0000000070,HT-2025,,EUR,53.54,44.99,8.55,1,EA,20121204
0300000027,0000000080,HT-1003,,EUR,3927,3300,627,2,EA,20121204
0300000028,0000000010,HT-1106,,MXN,121.38,102,19.38,3,EA,20121204
0300000028,0000000020,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000028,0000000030,HT-1021,,MXN,531.93,447,84.93,3,EA,20121204
0300000028,0000000040,HT-1106,,MXN,40.46,34,6.46,1,EA,20121204
0300000028,0000000050,HT-1601,,MXN,1071,900,171,1,EA,20121204
0300000029,0000000010,HT-1007,,USD,1187.62,998,189.62,2,EA,20121204
0300000029,0000000020,HT-1102,,USD,82.11,69,13.11,1,EA,20121204
0300000029,0000000030,HT-2001,,USD,1070.98,899.98,171,2,EA,20121204
0300000029,0000000040,HT-1007,,USD,593.81,499,94.81,1,EA,20121204
0300000029,0000000050,HT-1102,,USD,246.33,207,39.33,3,EA,20121204
0300000030,0000000010,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000030,0000000020,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000030,0000000030,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000030,0000000040,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000030,0000000050,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000030,0000000060,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000030,0000000070,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000031,0000000010,HT-1007,,USD,1781.43,1497,284.43,3,EA,20121204
0300000031,0000000020,HT-1102,,USD,82.11,69,13.11,1,EA,20121204
0300000031,0000000030,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,20121204
0300000032,0000000010,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000032,0000000020,HT-1104,,JPY,196.35,165,31.35,3,EA,20121204
0300000032,0000000030,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000032,0000000040,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000032,0000000050,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000032,0000000060,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000032,0000000070,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,20121204
0300000032,0000000080,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000033,0000000010,HT-1600,,ARS,1428,1200,228,2,EA,20121204
0300000033,0000000020,HT-1022,,ARS,487.9,410,77.9,2,EA,20121204
0300000033,0000000030,HT-1107,,ARS,71.16,59.8,11.36,2,EA,20121204
0300000033,0000000040,HT-1600,,ARS,2142,1800,342,3,EA,20121204
0300000033,0000000050,HT-1022,,ARS,243.95,205,38.95,1,EA,20121204
0300000033,0000000060,HT-1107,,ARS,71.16,59.8,11.36,2,EA,20121204
0300000034,0000000010,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000034,0000000020,HT-1000,,EUR,2275.28,1912,363.28,2,EA,20121204
0300000034,0000000030,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000035,0000000010,HT-2026,,USD,71.38,59.98,11.4,2,EA,20121204
0300000035,0000000020,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000035,0000000030,HT-1100,,USD,320.94,269.7,51.24,3,EA,20121204
0300000035,0000000040,HT-2026,,USD,71.38,59.98,11.4,2,EA,20121204
0300000035,0000000050,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000035,0000000060,HT-1100,,USD,106.98,89.9,17.08,1,EA,20121204
0300000035,0000000070,HT-2026,,USD,107.06,89.97,17.09,3,EA,20121204
0300000036,0000000010,HT-1003,,EUR,1963.5,1650,313.5,1,EA,20121204
0300000036,0000000020,HT-1101,,EUR,285.24,239.7,45.54,3,EA,20121204
0300000036,0000000030,HT-2025,,EUR,160.61,134.97,25.64,3,EA,20121204
0300000036,0000000040,HT-1003,,EUR,1963.5,1650,313.5,1,EA,20121204
0300000037,0000000010,HT-1103,,EUR,183.26,154,29.26,2,EA,20121204
0300000037,0000000020,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000037,0000000030,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000037,0000000040,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000037,0000000050,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000037,0000000060,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000037,0000000070,HT-1103,,EUR,91.63,77,14.63,1,EA,20121204
0300000037,0000000080,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000037,0000000090,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,20121204
0300000038,0000000010,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000038,0000000020,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000038,0000000030,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000038,0000000040,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000038,0000000050,HT-1603,,JPY,6069,5100,969,3,EA,20121204
0300000038,0000000060,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000038,0000000070,HT-1104,,JPY,130.9,110,20.9,2,EA,20121204
0300000039,0000000010,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000039,0000000020,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000039,0000000030,HT-1104,,JPY,65.45,55,10.45,1,EA,20121204
0300000039,0000000040,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000039,0000000050,HT-1011,,JPY,2735.81,2299,436.81,1,EA,20121204
0300000039,0000000060,HT-1104,,JPY,196.35,165,31.35,3,EA,20121204
0300000040,0000000010,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000040,0000000020,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000040,0000000030,HT-1106,,MXN,40.46,34,6.46,1,EA,20121204
0300000040,0000000040,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000040,0000000050,HT-1021,,MXN,354.62,298,56.62,2,EA,20121204
0300000040,0000000060,HT-1106,,MXN,40.46,34,6.46,1,EA,20121204
0300000040,0000000070,HT-1601,,MXN,2142,1800,342,2,EA,20121204
0300000040,0000000080,HT-1021,,MXN,531.93,447,84.93,3,EA,20121204
0300000040,0000000090,HT-1106,,MXN,80.92,68,12.92,2,EA,20121204
0300000041,0000000010,HT-2001,,USD,1070.98,899.98,171,2,EA,20121204
0300000041,0000000020,HT-1007,,USD,593.81,499,94.81,1,EA,20121204
0300000041,0000000030,HT-1102,,USD,164.22,138,26.22,2,EA,20121204
0300000042,0000000010,HT-2026,,USD,35.69,29.99,5.7,1,EA,20121204
0300000042,0000000020,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000043,0000000010,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000043,0000000020,HT-2000,,EUR,892.46,749.97,142.49,3,EA,20121204
0300000043,0000000030,HT-1010,,EUR,2378.81,1999,379.81,1,EA,20121204
0300000043,0000000040,HT-1103,,EUR,183.26,154,29.26,2,EA,20121204
0300000044,0000000010,HT-1600,,ARS,2142,1800,342,3,EA,20121204
0300000044,0000000020,HT-1022,,ARS,243.95,205,38.95,1,EA,20121204
0300000044,0000000030,HT-1107,,ARS,106.74,89.7,17.04,3,EA,20121204
0300000044,0000000040,HT-1600,,ARS,2142,1800,342,3,EA,20121204
0300000044,0000000050,HT-1022,,ARS,243.95,205,38.95,1,EA,20121204
0300000045,0000000010,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000045,0000000020,HT-6100,,EUR,1116.22,938,178.22,2,EA,20121204
0300000045,0000000030,HT-1000,,EUR,2275.28,1912,363.28,2,EA,20121204
0300000045,0000000040,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000045,0000000050,HT-6100,,EUR,558.11,469,89.11,1,EA,20121204
0300000045,0000000060,HT-1000,,EUR,1137.64,956,181.64,1,EA,20121204
0300000045,0000000070,HT-1091,,EUR,61.88,52,9.88,2,EA,20121204
0300000045,0000000080,HT-6100,,EUR,1674.33,1407,267.33,3,EA,20121204
0300000045,0000000090,HT-1000,,EUR,2275.28,1912,363.28,2,EA,20121204
0300000046,0000000010,HT-1100,,USD,213.96,179.8,34.16,2,EA,20121204
0300000046,0000000020,HT-2026,,USD,35.69,29.99,5.7,1,EA,20121204
0300000046,0000000030,HT-1002,,USD,3736.6,3140,596.6,2,EA,20121204
0300000047,0000000010,HT-1106,,MXN,121.38,102,19.38,3,EA,20121204
0300000047,0000000020,HT-1601,,MXN,3213,2700,513,3,EA,20121204
0300000048,0000000010,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,20121204
0300000048,0000000020,HT-1104,,JPY,196.35,165,31.35,3,EA,20121204
0300000048,0000000030,HT-1603,,JPY,2023,1700,323,1,EA,20121204
0300000048,0000000040,HT-1011,,JPY,5471.62,4598,873.62,2,EA,20121204
0300000049,0000000010,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000049,0000000020,HT-2000,,EUR,892.46,749.97,142.49,3,EA,20121204
0300000049,0000000030,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,20121204
0300000049,0000000040,HT-1103,,EUR,274.89,231,43.89,3,EA,20121204
0300000049,0000000050,HT-2000,,EUR,297.49,249.99,47.5,1,EA,20121204
0300000049,0000000060,HT-1010,,EUR,4757.62,3998,759.62,2,EA,20121204
0300000049,0000000070,HT-1103,,EUR,91.63,77,14.63,1,EA,20121204
0300000049,0000000080,HT-2000,,EUR,594.98,499.98,95,2,EA,20121204
0300000050,0000000010,HT-1061,,EUR,8.33,7,1.33,1,EA,20121204
0300000050,0000000020,HT-6130,,EUR,3472.42,2918,554.42,2,EA,20121204
0300000050,0000000030,HT-1061,,EUR,16.66,14,2.66,2,EA,20121204
0300000050,0000000040,HT-6130,,EUR,3472.42,2918,554.42,2,EA,20121204
0300000050,0000000050,HT-1061,,EUR,24.99,21,3.99,3,EA,20121204
0300000050,0000000060,HT-6130,,EUR,3472.42,2918,554.42,2,EA,20121204
0300000050,0000000070,HT-1061,,EUR,16.66,14,2.66,2,EA,20121204
0300000050,0000000080,HT-6130,,EUR,3472.42,2918,554.42,2,EA,20121204
0300000050,0000000090,HT-1061,,EUR,24.99,21,3.99,3,EA,20121204
0300000050,0000000100,HT-6130,,EUR,5208.63,4377,831.63,3,EA,20121204
0300000051,0000000010,HT-1060,,EUR,21.42,18,3.42,2,EA,20121204
0300000051,0000000020,HT-1502,,EUR,29750,25000,4750,1,EA,20121204
0300000051,0000000030,HT-1060,,EUR,21.42,18,3.42,2,EA,20121204
0300000051,0000000040,HT-1502,,EUR,59500,50000,9500,2,EA,20121204
0300000051,0000000050,HT-1060,,EUR,21.42,18,3.42,2,EA,20121204
0300000051,0000000060,HT-1502,,EUR,59500,50000,9500,2,EA,20121204
0300000051,0000000070,HT-1060,,EUR,32.13,27,5.13,3,EA,20121204
0300000051,0000000080,HT-1502,,EUR,89250,75000,14250,3,EA,20121204
0300000051,0000000090,HT-1060,,EUR,21.42,18,3.42,2,EA,20121204
0300000051,0000000100,HT-1502,,EUR,89250,75000,14250,3,EA,20121204
0300000052,0000000010,HT-1052,,EUR,606.9,510,96.9,3,EA,20121204
0300000052,0000000020,HT-1210,,EUR,2854.81,2399,455.81,1,EA,20121204
0300000052,0000000030,HT-1052,,EUR,404.6,340,64.6,2,EA,20121204
0300000052,0000000040,HT-1210,,EUR,5709.62,4798,911.62,2,EA,20121204
0300000052,0000000050,HT-1052,,EUR,202.3,170,32.3,1,EA,20121204
0300000052,0000000060,HT-1210,,EUR,5709.62,4798,911.62,2,EA,20121204
0300000052,0000000070,HT-1052,,EUR,202.3,170,32.3,1,EA,20121204
0300000052,0000000080,HT-1210,,EUR,5709.62,4798,911.62,2,EA,20121204
0300000053,0000000010,HT-1056,,JPY,424.83,357,67.83,3,EA,20121204
0300000053,0000000020,HT-1501,,JPY,53550,45000,8550,3,EA,20121204
0300000053,0000000030,HT-1056,,JPY,424.83,357,67.83,3,EA,20121204
0300000053,0000000040,HT-1501,,JPY,17850,15000,2850,1,EA,20121204
0300000053,0000000050,HT-1056,,JPY,141.61,119,22.61,1,EA,20121204
0300000054,0000000010,HT-1501,,JPY,35700,30000,5700,2,EA,20121204
0300000054,0000000020,HT-1056,,JPY,141.61,119,22.61,1,EA,20121204
0300000054,0000000030,HT-1501,,JPY,35700,30000,5700,2,EA,20121204
0300000054,0000000040,HT-1056,,JPY,141.61,119,22.61,1,EA,20121204
0300000054,0000000050,HT-1501,,JPY,53550,45000,8550,3,EA,20121204
0300000055,0000000010,HT-1051,,USD,117.81,99,18.81,1,EA,20121204
0300000055,0000000020,HT-1138,,USD,2882.18,2422,460.18,2,EA,20121204
0300000055,0000000030,HT-1051,,USD,235.62,198,37.62,2,EA,20121204
0300000055,0000000040,HT-1138,,USD,4323.27,3633,690.27,3,EA,20121204
0300000055,0000000050,HT-1051,,USD,235.62,198,37.62,2,EA,20121204
0300000055,0000000060,HT-1138,,USD,2882.18,2422,460.18,2,EA,20121204
0300000055,0000000070,HT-1051,,USD,353.43,297,56.43,3,EA,20121204
0300000056,0000000010,HT-1500,,EUR,17850,15000,2850,3,EA,20121204
0300000056,0000000020,HT-1055,,EUR,117.81,99,18.81,1,EA,20121204
0300000056,0000000030,HT-1500,,EUR,17850,15000,2850,3,EA,20121204
0300000057,0000000010,HT-1042,,EUR,830.62,698,132.62,2,EA,20121204
0300000057,0000000020,HT-1120,,EUR,928.2,780,148.2,3,EA,20121204
0300000057,0000000030,HT-1042,,EUR,415.31,349,66.31,1,EA,20121204
0300000057,0000000040,HT-1120,,EUR,618.8,520,98.8,2,EA,20121204
